county,fips,candidate,state,votes
Letcher County,21133,Rocky De La Fuente,KY,3
Waynesboro city,51820,Donald Trump,VA,4801
Waynesboro city,51820,Hillary Clinton,VA,3764
Waynesboro city,51820,Gary Johnson,VA,336
Waynesboro city,51820,Evan McMullin,VA,145
Waynesboro city,51820,Jill Stein,VA,74
Prince Edward County,51147,Hillary Clinton,VA,4591
Prince Edward County,51147,Donald Trump,VA,4101
Prince Edward County,51147,Gary Johnson,VA,286
Prince Edward County,51147,Evan McMullin,VA,85
Prince Edward County,51147,Jill Stein,VA,53
Macon County,1087,Hillary Clinton,AL,7566
Macon County,1087,Donald Trump,AL,1431
Macon County,1087,Gary Johnson,AL,69
Macon County,1087,Jill Stein,AL,49
Johnson County,5071,Donald Trump,AR,6091
Johnson County,5071,Hillary Clinton,AR,2427
Johnson County,5071,Gary Johnson,AR,294
Johnson County,5071,Jill Stein,AR,90
Johnson County,5071,Evan McMullin,AR,89
Johnson County,5071,Darrell Castle,AR,55
Johnson County,5071,Jim Hedges,AR,40
Johnson County,5071,Lynn Kahn,AR,26
Toombs County,13279,Donald Trump,GA,6615
Toombs County,13279,Hillary Clinton,GA,2338
Toombs County,13279,Gary Johnson,GA,158
King William County,51101,Donald Trump,VA,5975
King William County,51101,Hillary Clinton,VA,2760
King William County,51101,Gary Johnson,VA,261
King William County,51101,Evan McMullin,VA,71
King William County,51101,Jill Stein,VA,44
Washburn County,55129,Donald Trump,WI,5436
Washburn County,55129,Hillary Clinton,WI,3282
Washburn County,55129,Gary Johnson,WI,272
Washburn County,55129,Jill Stein,WI,75
Washburn County,55129,Darrell Castle,WI,29
Washburn County,55129,Rocky De La Fuente,WI,5
Washburn County,55129,Monica Moorehead,WI,3
Shelby County,48419,Donald Trump,TX,7179
Shelby County,48419,Hillary Clinton,TX,1758
Shelby County,48419,Gary Johnson,TX,123
Shelby County,48419,Jill Stein,TX,21
Scott County,18143,Donald Trump,IN,6074
Scott County,18143,Hillary Clinton,IN,2642
Scott County,18143,Gary Johnson,IN,344
Clayton County,19043,Donald Trump,IA,5317
Clayton County,19043,Hillary Clinton,IA,3237
Clayton County,19043,Gary Johnson,IA,334
Clayton County,19043,Jill Stein,IA,51
Clayton County,19043,Evan McMullin,IA,47
Clayton County,19043,Lynn Kahn,IA,30
Clayton County,19043,Dan Vacek,IA,23
Clayton County,19043,Darrell Castle,IA,16
Clayton County,19043,Rocky De La Fuente,IA,3
Clayton County,19043,Gloria La Riva,IA,1
Sawyer County,55113,Donald Trump,WI,5185
Sawyer County,55113,Hillary Clinton,WI,3503
Sawyer County,55113,Gary Johnson,WI,210
Sawyer County,55113,Jill Stein,WI,99
Sawyer County,55113,Darrell Castle,WI,28
Sawyer County,55113,Monica Moorehead,WI,3
Sawyer County,55113,Rocky De La Fuente,WI,2
Paulding County,39125,Donald Trump,OH,6500
Paulding County,39125,Hillary Clinton,OH,2093
Paulding County,39125,Gary Johnson,OH,279
Paulding County,39125,Richard Duncan,OH,78
Paulding County,39125,Jill Stein,OH,78
Hancock County,17067,Donald Trump,IL,6430
Hancock County,17067,Hillary Clinton,IL,2139
Hancock County,17067,Gary Johnson,IL,348
Hancock County,17067,Jill Stein,IL,64
Hopewell city,51670,Hillary Clinton,VA,4724
Hopewell city,51670,Donald Trump,VA,3885
Hopewell city,51670,Gary Johnson,VA,212
Hopewell city,51670,Evan McMullin,VA,91
Hopewell city,51670,Jill Stein,VA,58
Uvalde County,48463,Donald Trump,TX,4835
Uvalde County,48463,Hillary Clinton,TX,3867
Uvalde County,48463,Gary Johnson,TX,191
Uvalde County,48463,Jill Stein,TX,54
Piatt County,17147,Donald Trump,IL,5634
Piatt County,17147,Hillary Clinton,IL,2645
Piatt County,17147,Gary Johnson,IL,558
Piatt County,17147,Jill Stein,IL,83
Coahoma County,28027,Hillary Clinton,MS,6378
Coahoma County,28027,Donald Trump,MS,2426
Coahoma County,28027,Gary Johnson,MS,53
Coahoma County,28027,Darrell Castle,MS,31
Coahoma County,28027,Jill Stein,MS,13
Coahoma County,28027,Jim Hedges,MS,7
Coahoma County,28027,Rocky De La Fuente,MS,4
Lincoln County,35027,Donald Trump,NM,5896
Lincoln County,35027,Hillary Clinton,NM,2331
Lincoln County,35027,Gary Johnson,NM,560
Lincoln County,35027,Jill Stein,NM,59
Lincoln County,35027,Evan McMullin,NM,36
Lincoln County,35027,Darrell Castle,NM,9
Lincoln County,35027,Gloria La Riva,NM,9
Lincoln County,35027,Rocky De La Fuente,NM,2
Columbia County,5027,Donald Trump,AR,5456
Columbia County,5027,Hillary Clinton,AR,3140
Columbia County,5027,Gary Johnson,AR,117
Columbia County,5027,Evan McMullin,AR,50
Columbia County,5027,Darrell Castle,AR,46
Columbia County,5027,Jill Stein,AR,40
Columbia County,5027,Lynn Kahn,AR,20
Columbia County,5027,Jim Hedges,AR,18
Winston County,28159,Donald Trump,MS,4910
Winston County,28159,Hillary Clinton,MS,3850
Winston County,28159,Gary Johnson,MS,55
Winston County,28159,Jill Stein,MS,30
Winston County,28159,Darrell Castle,MS,23
Winston County,28159,Rocky De La Fuente,MS,7
Winston County,28159,Jim Hedges,MS,6
Mariposa County,6043,Donald Trump,CA,5185
Mariposa County,6043,Hillary Clinton,CA,3122
Mariposa County,6043,Gary Johnson,CA,326
Mariposa County,6043,Jill Stein,CA,189
Mariposa County,6043,Gloria La Riva,CA,55
Concordia Parish,22029,Donald Trump,LA,5477
Concordia Parish,22029,Hillary Clinton,LA,3272
Concordia Parish,22029,Gary Johnson,LA,68
Concordia Parish,22029,Jill Stein,LA,14
Concordia Parish,22029,Darrell Castle,LA,9
Concordia Parish,22029,Evan McMullin,LA,8
Concordia Parish,22029,Chris Keniston,LA,6
Concordia Parish,22029,Tom Hoefling,LA,4
Concordia Parish,22029,Alyson Kennedy,LA,4
Concordia Parish,22029,Laurence Kotlikoff,LA,4
Concordia Parish,22029,Princess Jacob,LA,3
Concordia Parish,22029,Gloria La Riva,LA,3
Concordia Parish,22029,Jerry White,LA,0
Southampton County,51175,Donald Trump,VA,5035
Southampton County,51175,Hillary Clinton,VA,3595
Southampton County,51175,Gary Johnson,VA,156
Southampton County,51175,Evan McMullin,VA,62
Southampton County,51175,Jill Stein,VA,24
Rowan County,21205,Donald Trump,KY,5174
Rowan County,21205,Hillary Clinton,KY,3295
Rowan County,21205,Gary Johnson,KY,207
Rowan County,21205,Jill Stein,KY,85
Rowan County,21205,Evan McMullin,KY,68
Rowan County,21205,Rocky De La Fuente,KY,13
Greene County,13133,Donald Trump,GA,5490
Greene County,13133,Hillary Clinton,GA,3199
Greene County,13133,Gary Johnson,GA,151
Hale County,48189,Donald Trump,TX,6366
Hale County,48189,Hillary Clinton,TX,2101
Hale County,48189,Gary Johnson,TX,324
Hale County,48189,Jill Stein,TX,43
Kalkaska County,26079,Donald Trump,MI,6116
Kalkaska County,26079,Hillary Clinton,MI,2280
Kalkaska County,26079,Gary Johnson,MI,283
Kalkaska County,26079,Jill Stein,MI,118
Kalkaska County,26079,Darrell Castle,MI,24
Kalkaska County,26079,Emidio Soltysik,MI,3
Grant Parish,22043,Donald Trump,LA,7408
Grant Parish,22043,Hillary Clinton,LA,1181
Grant Parish,22043,Gary Johnson,LA,126
Grant Parish,22043,Jill Stein,LA,34
Grant Parish,22043,Evan McMullin,LA,31
Grant Parish,22043,Darrell Castle,LA,16
Grant Parish,22043,Chris Keniston,LA,13
Grant Parish,22043,Tom Hoefling,LA,6
Grant Parish,22043,Alyson Kennedy,LA,5
Grant Parish,22043,Gloria La Riva,LA,1
Grant Parish,22043,Princess Jacob,LA,0
Grant Parish,22043,Laurence Kotlikoff,LA,0
Grant Parish,22043,Jerry White,LA,0
Iowa County,19095,Donald Trump,IA,5205
Iowa County,19095,Hillary Clinton,IA,3084
Iowa County,19095,Gary Johnson,IA,317
Iowa County,19095,Darrell Castle,IA,69
Iowa County,19095,Jill Stein,IA,61
Iowa County,19095,Evan McMullin,IA,54
Iowa County,19095,Lynn Kahn,IA,14
Iowa County,19095,Dan Vacek,IA,9
Iowa County,19095,Rocky De La Fuente,IA,6
Iowa County,19095,Gloria La Riva,IA,0
Morgan County,29141,Donald Trump,MO,6760
Morgan County,29141,Hillary Clinton,MO,1768
Morgan County,29141,Gary Johnson,MO,202
Morgan County,29141,Jill Stein,MO,51
Morgan County,29141,Darrell Castle,MO,37
Covington County,28031,Donald Trump,MS,5435
Covington County,28031,Hillary Clinton,MS,3276
Covington County,28031,Gary Johnson,MS,61
Covington County,28031,Darrell Castle,MS,20
Covington County,28031,Jill Stein,MS,12
Covington County,28031,Rocky De La Fuente,MS,4
Covington County,28031,Jim Hedges,MS,3
Hampton County,45049,Hillary Clinton,SC,5170
Hampton County,45049,Donald Trump,SC,3488
Hampton County,45049,Gary Johnson,SC,69
Hampton County,45049,Evan McMullin,SC,32
Hampton County,45049,Jill Stein,SC,19
Hampton County,45049,Darrell Castle,SC,14
Hampton County,45049,Peter Skewes,SC,14
Bourbon County,21017,Donald Trump,KY,5569
Bourbon County,21017,Hillary Clinton,KY,2791
Bourbon County,21017,Gary Johnson,KY,283
Bourbon County,21017,Evan McMullin,KY,96
Bourbon County,21017,Jill Stein,KY,52
Bourbon County,21017,Rocky De La Fuente,KY,4
Breckinridge County,21027,Donald Trump,KY,6484
Breckinridge County,21027,Hillary Clinton,KY,1960
Breckinridge County,21027,Gary Johnson,KY,194
Breckinridge County,21027,Evan McMullin,KY,80
Breckinridge County,21027,Jill Stein,KY,47
Breckinridge County,21027,Rocky De La Fuente,KY,6
Bibb County,1007,Donald Trump,AL,6738
Bibb County,1007,Hillary Clinton,AL,1874
Bibb County,1007,Gary Johnson,AL,124
Bibb County,1007,Jill Stein,AL,17
Perry County,29157,Donald Trump,MO,6908
Perry County,29157,Hillary Clinton,MO,1520
Perry County,29157,Gary Johnson,MO,231
Perry County,29157,Jill Stein,MO,39
Perry County,29157,Darrell Castle,MO,35
Burnett County,55013,Donald Trump,WI,5410
Burnett County,55013,Hillary Clinton,WI,2949
Burnett County,55013,Gary Johnson,WI,236
Burnett County,55013,Jill Stein,WI,67
Burnett County,55013,Darrell Castle,WI,48
Burnett County,55013,Monica Moorehead,WI,7
Burnett County,55013,Rocky De La Fuente,WI,1
Butler County,1013,Donald Trump,AL,4901
Butler County,1013,Hillary Clinton,AL,3726
Butler County,1013,Gary Johnson,AL,65
Butler County,1013,Jill Stein,AL,13
Payette County,16075,Donald Trump,ID,6489
Payette County,16075,Hillary Clinton,ID,1507
Payette County,16075,Evan McMullin,ID,314
Payette County,16075,Gary Johnson,ID,247
Payette County,16075,Jill Stein,ID,59
Payette County,16075,Darrell Castle,ID,42
Payette County,16075,Scott Copeland,ID,29
Payette County,16075,Rocky De La Fuente,ID,17
Howard County,48227,Donald Trump,TX,6637
Howard County,48227,Hillary Clinton,TX,1770
Howard County,48227,Gary Johnson,TX,232
Howard County,48227,Jill Stein,TX,56
Boone County,54005,Donald Trump,WV,6504
Boone County,54005,Hillary Clinton,WV,1790
Boone County,54005,Gary Johnson,WV,246
Boone County,54005,Darrell Castle,WV,73
Boone County,54005,Jill Stein,WV,70
Pike County,13231,Donald Trump,GA,7278
Pike County,13231,Hillary Clinton,GA,1240
Pike County,13231,Gary Johnson,GA,163
Schuyler County,36097,Donald Trump,NY,5050
Schuyler County,36097,Hillary Clinton,NY,3091
Schuyler County,36097,Gary Johnson,NY,309
Schuyler County,36097,Jill Stein,NY,216
Crawford County,17033,Donald Trump,IL,6277
Crawford County,17033,Hillary Clinton,IL,1992
Crawford County,17033,Gary Johnson,IL,324
Crawford County,17033,Jill Stein,IL,68
Sevier County,49041,Donald Trump,UT,6740
Sevier County,49041,Evan McMullin,UT,916
Sevier County,49041,Hillary Clinton,UT,695
Sevier County,49041,Gary Johnson,UT,175
Sevier County,49041,Darrell Castle,UT,67
Sevier County,49041,Jill Stein,UT,29
Sevier County,49041,Rocky Giordani,UT,22
Sevier County,49041,Monica Moorehead,UT,6
Sevier County,49041,Alyson Kennedy,UT,3
Sevier County,49041,Rocky De La Fuente,UT,1
Tama County,19171,Donald Trump,IA,4971
Tama County,19171,Hillary Clinton,IA,3196
Tama County,19171,Gary Johnson,IA,245
Tama County,19171,Jill Stein,IA,79
Tama County,19171,Darrell Castle,IA,46
Tama County,19171,Evan McMullin,IA,44
Tama County,19171,Dan Vacek,IA,37
Tama County,19171,Lynn Kahn,IA,20
Tama County,19171,Gloria La Riva,IA,3
Tama County,19171,Rocky De La Fuente,IA,1
Milam County,48331,Donald Trump,TX,6364
Milam County,48331,Hillary Clinton,TX,2051
Milam County,48331,Gary Johnson,TX,178
Milam County,48331,Jill Stein,TX,49
Lavaca County,48285,Donald Trump,TX,7347
Lavaca County,48285,Hillary Clinton,TX,1170
Lavaca County,48285,Gary Johnson,TX,112
Lavaca County,48285,Jill Stein,TX,12
Cherokee County,20021,Donald Trump,KS,6182
Cherokee County,20021,Hillary Clinton,KS,2005
Cherokee County,20021,Gary Johnson,KS,296
Cherokee County,20021,Jill Stein,KS,130
Carroll County,18015,Donald Trump,IN,6273
Carroll County,18015,Hillary Clinton,IN,1892
Carroll County,18015,Gary Johnson,IN,445
Hampshire County,54027,Donald Trump,WV,6692
Hampshire County,54027,Hillary Clinton,WV,1580
Hampshire County,54027,Gary Johnson,WV,196
Hampshire County,54027,Jill Stein,WV,103
Hampshire County,54027,Darrell Castle,WV,37
Montague County,48337,Donald Trump,TX,7526
Montague County,48337,Hillary Clinton,TX,885
Montague County,48337,Gary Johnson,TX,170
Montague County,48337,Jill Stein,TX,23
Nobles County,27105,Donald Trump,MN,5299
Nobles County,27105,Hillary Clinton,MN,2733
Nobles County,27105,Gary Johnson,MN,258
Nobles County,27105,Evan McMullin,MN,168
Nobles County,27105,Dan Vacek,MN,45
Nobles County,27105,Darrell Castle,MN,41
Nobles County,27105,Jill Stein,MN,40
Nobles County,27105,Rocky De La Fuente,MN,4
Nobles County,27105,Alyson Kennedy,MN,3
Grand County,8049,Donald Trump,CO,4494
Grand County,8049,Hillary Clinton,CO,3358
Grand County,8049,Gary Johnson,CO,487
Grand County,8049,Jill Stein,CO,128
Grand County,8049,Evan McMullin,CO,61
Grand County,8049,Darrell Castle,CO,23
Grand County,8049,Chris Keniston,CO,15
Grand County,8049,Tom Hoefling,CO,4
Grand County,8049,Ryan Scott,CO,4
Grand County,8049,Mike Smith,CO,3
Grand County,8049,Frank Atwood,CO,2
Grand County,8049,Kyle Kopitke,CO,2
Grand County,8049,Joseph Maldonado,CO,2
Grand County,8049,Rod Silva,CO,2
Grand County,8049,Rocky De La Fuente,CO,1
Grand County,8049,Laurence Kotlikoff,CO,1
Grand County,8049,Bradford Lyttle,CO,1
Grand County,8049,Jim Hedges,CO,0
Grand County,8049,Alyson Kennedy,CO,0
Grand County,8049,Gloria La Riva,CO,0
Grand County,8049,Michael Maturen,CO,0
Grand County,8049,Emidio Soltysik,CO,0
Vernon County,29217,Donald Trump,MO,6533
Vernon County,29217,Hillary Clinton,MO,1707
Vernon County,29217,Gary Johnson,MO,236
Vernon County,29217,Jill Stein,MO,67
Vernon County,29217,Darrell Castle,MO,42
Madison County,19121,Donald Trump,IA,5360
Madison County,19121,Hillary Clinton,IA,2678
Madison County,19121,Gary Johnson,IA,347
Madison County,19121,Evan McMullin,IA,84
Madison County,19121,Jill Stein,IA,41
Madison County,19121,Darrell Castle,IA,37
Madison County,19121,Lynn Kahn,IA,11
Madison County,19121,Dan Vacek,IA,5
Madison County,19121,Rocky De La Fuente,IA,1
Madison County,19121,Gloria La Riva,IA,1
Saluda County,45081,Donald Trump,SC,5526
Saluda County,45081,Hillary Clinton,SC,2813
Saluda County,45081,Gary Johnson,SC,105
Saluda County,45081,Evan McMullin,SC,48
Saluda County,45081,Jill Stein,SC,42
Saluda County,45081,Darrell Castle,SC,18
Saluda County,45081,Peter Skewes,SC,12
Baker County,41001,Donald Trump,OR,6218
Baker County,41001,Hillary Clinton,OR,1797
Baker County,41001,Gary Johnson,OR,413
Baker County,41001,Jill Stein,OR,134
Sullivan County,18153,Donald Trump,IN,6138
Sullivan County,18153,Hillary Clinton,IN,2113
Sullivan County,18153,Gary Johnson,IN,308
Dawson County,31047,Donald Trump,NE,5984
Dawson County,31047,Hillary Clinton,NE,2136
Dawson County,31047,Gary Johnson,NE,381
Dawson County,31047,Jill Stein,NE,58
Montour County,42093,Donald Trump,PA,5288
Montour County,42093,Hillary Clinton,PA,2857
Montour County,42093,Gary Johnson,PA,287
Montour County,42093,Jill Stein,PA,73
Montour County,42093,Darrell Castle,PA,51
Clay County,19041,Donald Trump,IA,5877
Clay County,19041,Hillary Clinton,IA,2249
Clay County,19041,Gary Johnson,IA,288
Clay County,19041,Evan McMullin,IA,58
Clay County,19041,Jill Stein,IA,35
Clay County,19041,Darrell Castle,IA,25
Clay County,19041,Lynn Kahn,IA,13
Clay County,19041,Dan Vacek,IA,6
Clay County,19041,Rocky De La Fuente,IA,2
Clay County,19041,Gloria La Riva,IA,1
Union County,17181,Donald Trump,IL,5790
Union County,17181,Hillary Clinton,IL,2402
Union County,17181,Gary Johnson,IL,219
Union County,17181,Jill Stein,IL,126
Kossuth County,19109,Donald Trump,IA,5653
Kossuth County,19109,Hillary Clinton,IA,2543
Kossuth County,19109,Gary Johnson,IA,194
Kossuth County,19109,Evan McMullin,IA,36
Kossuth County,19109,Jill Stein,IA,33
Kossuth County,19109,Lynn Kahn,IA,28
Kossuth County,19109,Dan Vacek,IA,26
Kossuth County,19109,Darrell Castle,IA,22
Kossuth County,19109,Rocky De La Fuente,IA,1
Kossuth County,19109,Gloria La Riva,IA,1
Westmoreland County,51193,Donald Trump,VA,4448
Westmoreland County,51193,Hillary Clinton,VA,3836
Westmoreland County,51193,Gary Johnson,VA,157
Westmoreland County,51193,Evan McMullin,VA,50
Westmoreland County,51193,Jill Stein,VA,40
Clark County,5019,Donald Trump,AR,4404
Clark County,5019,Hillary Clinton,AR,3620
Clark County,5019,Gary Johnson,AR,196
Clark County,5019,Evan McMullin,AR,141
Clark County,5019,Jill Stein,AR,68
Clark County,5019,Darrell Castle,AR,42
Clark County,5019,Jim Hedges,AR,34
Clark County,5019,Lynn Kahn,AR,21
Owen County,18119,Donald Trump,IN,6153
Owen County,18119,Hillary Clinton,IN,1946
Owen County,18119,Gary Johnson,IN,423
Elmore County,16039,Donald Trump,ID,5816
Elmore County,16039,Hillary Clinton,ID,1814
Elmore County,16039,Evan McMullin,ID,376
Elmore County,16039,Gary Johnson,ID,332
Elmore County,16039,Jill Stein,ID,77
Elmore County,16039,Darrell Castle,ID,50
Elmore County,16039,Scott Copeland,ID,33
Elmore County,16039,Rocky De La Fuente,ID,21
Holmes County,12059,Donald Trump,FL,7483
Holmes County,12059,Hillary Clinton,FL,853
Holmes County,12059,Gary Johnson,FL,133
Holmes County,12059,Jill Stein,FL,19
Holmes County,12059,Darrell Castle,FL,17
Holmes County,12059,Rocky De La Fuente,FL,9
Washington County,1129,Donald Trump,AL,6042
Washington County,1129,Hillary Clinton,AL,2374
Washington County,1129,Gary Johnson,AL,73
Washington County,1129,Jill Stein,AL,22
Madison County,12079,Donald Trump,FL,4851
Madison County,12079,Hillary Clinton,FL,3526
Madison County,12079,Gary Johnson,FL,95
Madison County,12079,Jill Stein,FL,22
Madison County,12079,Darrell Castle,FL,8
Madison County,12079,Rocky De La Fuente,FL,3
Colorado County,48089,Donald Trump,TX,6325
Colorado County,48089,Hillary Clinton,TX,1987
Colorado County,48089,Gary Johnson,TX,144
Colorado County,48089,Jill Stein,TX,37
Patrick County,51141,Donald Trump,VA,6454
Patrick County,51141,Hillary Clinton,VA,1768
Patrick County,51141,Gary Johnson,VA,147
Patrick County,51141,Evan McMullin,VA,71
Patrick County,51141,Jill Stein,VA,49
Jasper County,28061,Hillary Clinton,MS,4368
Jasper County,28061,Donald Trump,MS,4038
Jasper County,28061,Gary Johnson,MS,28
Jasper County,28061,Darrell Castle,MS,22
Jasper County,28061,Jim Hedges,MS,7
Jasper County,28061,Rocky De La Fuente,MS,6
Jasper County,28061,Jill Stein,MS,6
Franklin County,13119,Donald Trump,GA,7054
Franklin County,13119,Hillary Clinton,GA,1243
Franklin County,13119,Gary Johnson,GA,177
